Symbol,Name,Sector,industry,exchangemarket
RPAI^A,"Retail Properties of America, Inc.",null,null,NYSE
REV,"Revlon, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,NYSE
REX,REX American Resources Corporation,Basic Industries,Major Chemicals,NYSE
REXR,"Rexford Industrial Realty, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
REXR^A,"Rexford Industrial Realty, Inc.",null,null,NYSE
RXN,Rexnord Corporation,Technology,Industrial Machinery/Components,NYSE
RAI,Reynolds American Inc,Consumer Non-Durables,Farming/Seeds/Milling,NYSE
RICE,Rice Energy Inc.,Energy,Oil & Gas Production,NYSE
RMP,Rice Midstream Partners LP,Public Utilities,Natural Gas Distribution,NYSE
RNG,"Ringcentral, Inc.",Technology,EDP Services,NYSE
RIO,Rio Tinto Plc,Basic Industries,Precious Metals,NYSE
RBA,Ritchie Bros. Auctioneers Incorporated,Miscellaneous,Business Services,NYSE
RAD,Rite Aid Corporation,Health Care,Medical/Nursing Services,NYSE
RIV,"RiverNorth Opportunities Fund, Inc.",null,null,NYSE
RLI,RLI Corp.,Finance,Property-Casualty Insurers,NYSE
RLJ,RLJ Lodging Trust,Consumer Services,Real Estate Investment Trusts,NYSE
RRTS,"Roadrunner Transportation Systems, Inc",Transportation,Oil Refining/Marketing,NYSE
RHI,Robert Half International Inc.,Technology,Professional Services,NYSE
ROK,"Rockwell Automation, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
COL,"Rockwell Collins, Inc.",Capital Goods,Military/Government/Technical,NYSE
RCI,"Rogers Communication, Inc.",Consumer Services,Television Services,NYSE
ROG,Rogers Corporation,Basic Industries,Major Chemicals,NYSE
ROL,"Rollins, Inc.",Finance,Diversified Commercial Services,NYSE
ROP,"Roper Technologies, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
RRMS,"Rose Rock Midstream, L.P.",Energy,Natural Gas Distribution,NYSE
RST,Rosetta Stone,Technology,Computer Software: Prepackaged Software,NYSE
RDC,Rowan Companies plc,Energy,Oil & Gas Production,NYSE
RY,Royal Bank Of Canada,Finance,Commercial Banks,NYSE
RY^S,Royal Bank Of Canada,null,null,NYSE
RY^T,Royal Bank Of Canada,null,null,NYSE
RBS,Royal Bank Scotland plc (The),Finance,Commercial Banks,NYSE
RBS^F,Royal Bank Scotland plc (The),Finance,Commercial Banks,NYSE
RBS^H,Royal Bank Scotland plc (The),Finance,Commercial Banks,NYSE
RBS^L,Royal Bank Scotland plc (The),null,null,NYSE
RBS^S,Royal Bank Scotland plc (The),null,null,NYSE
RCL,Royal Caribbean Cruises Ltd.,Consumer Services,Marine Transportation,NYSE
RDS.A,Royal Dutch Shell PLC,null,null,NYSE
RDS.B,Royal Dutch Shell PLC,null,null,NYSE
RGT,"Royce Global Value Trust, Inc.",null,null,NYSE
RMT,"Royce Micro-Cap Trust, Inc.",null,null,NYSE
RVT,"Royce Value Trust, Inc.",null,null,NYSE
RES,"RPC, Inc.",Energy,Oilfield Services/Equipment,NYSE
RPM,RPM International Inc.,Basic Industries,Paints/Coatings,NYSE
RSPP,"RSP Permian, Inc.",Energy,Oil & Gas Production,NYSE
RT,"Ruby Tuesday, Inc.",Consumer Services,Restaurants,NYSE
RTEC,"Rudolph Technologies, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
R,"Ryder System, Inc.",Consumer Services,Rental/Leasing Companies,NYSE
RYI,Ryerson Holding Corporation,Basic Industries,Metal Fabrications,NYSE
RHP,"Ryman Hospitality Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
SPGI,S&P Global Inc.,Finance,Finance: Consumer Services,NYSE
SBR,Sabine Royalty Trust,Energy,Oil & Gas Production,NYSE
SB,"Safe Bulkers, Inc",Transportation,Marine Transportation,NYSE
SB^B,"Safe Bulkers, Inc",null,null,NYSE
SB^C,"Safe Bulkers, Inc",null,null,NYSE
SB^D,"Safe Bulkers, Inc",null,null,NYSE
SFE,"Safeguard Scientifics, Inc.",Finance,Finance/Investors Services,NYSE
CRM,Salesforce.com Inc,Technology,Computer Software: Prepackaged Software,NYSE
SMM,Salient Midstream & MLP Fund,null,null,NYSE
SBH,"Sally Beauty Holdings, Inc.",Consumer Services,Other Specialty Stores,NYSE
SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas Production,NYSE
SN,Sanchez Energy Corporation,Energy,Oil & Gas Production,NYSE
SDT,SandRidge Mississippian Trust I,Energy,Oil & Gas Production,NYSE
SDR,SandRidge Mississippian Trust II,Energy,Oil & Gas Production,NYSE
PER,SandRidge Permian Trust,Energy,Oil & Gas Production,NYSE
SNY,Sanofi,Health Care,Major Pharmaceuticals,NYSE
SC,Santander Consumer USA Holdings Inc.,Finance,Finance: Consumer Services,NYSE
SOV^C,"Santander Holdings USA, Inc.",null,null,NYSE
SAP,SAP SE,Technology,Computer Software: Prepackaged Software,NYSE
SAQ,Saratoga Investment Corp,null,null,NYSE
SAR,Saratoga Investment Corp,null,null,NYSE
SSL,Sasol Ltd.,Energy,Oil & Gas Production,NYSE
BFS,"Saul Centers, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
BFS^C,"Saul Centers, Inc.",null,null,NYSE
SCG,Scana Corporation,Public Utilities,Power Generation,NYSE
SLB,Schlumberger N.V.,Energy,Oilfield Services/Equipment,NYSE
SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,Paper,NYSE
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services,NYSE
SALT,Scorpio Bulkers Inc.,Transportation,Marine Transportation,NYSE
SLTB,Scorpio Bulkers Inc.,Transportation,Marine Transportation,NYSE
SBNA,Scorpio Tankers Inc.,Transportation,Marine Transportation,NYSE
SBNB,Scorpio Tankers Inc.,Transportation,Marine Transportation,NYSE
STNG,Scorpio Tankers Inc.,Transportation,Marine Transportation,NYSE
SMG,Scotts Miracle-Gro Company (The),Basic Industries,Agricultural Chemicals,NYSE
LBF,"Scudder Global High Income Fund, Inc.",null,null,NYSE
KHI,Scudder High Income Trust,null,null,NYSE
KMM,Scudder Multi-Market Income Trust,null,null,NYSE
KTF,Scudder Municiple Income Trust,null,null,NYSE
KST,Scudder Strategic Income Trust,null,null,NYSE
KSM,Scudder Strategic Municiple Income Trust,null,null,NYSE
SA,"Seabridge Gold, Inc.",Basic Industries,Precious Metals,NYSE
CKH,"SEACOR Holdings, Inc.",Transportation,Marine Transportation,NYSE
SDRL,Seadrill Limited,Energy,Oil & Gas Production,NYSE
SDLP,Seadrill Partners LLC,Energy,Oil & Gas Production,NYSE
SEE,Sealed Air Corporation,Basic Industries,Major Chemicals,NYSE
SSW,Seaspan Corporation,Transportation,Marine Transportation,NYSE
SSW^D,Seaspan Corporation,null,null,NYSE
SSW^E,Seaspan Corporation,null,null,NYSE
SSW^G,Seaspan Corporation,null,null,NYSE
SSW^H,Seaspan Corporation,null,null,NYSE
SSWN,Seaspan Corporation,Transportation,Marine Transportation,NYSE
SEAS,"SeaWorld Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE
JBN,Select Asset Inc.,Finance,Finance: Consumer Services,NYSE
JBR,Select Asset Inc.,Finance,Finance: Consumer Services,NYSE
SEM,Select Medical Holdings Corporation,Health Care,Hospital/Nursing Management,NYSE
SGZA,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,NYSE
SEMG,Semgroup Corporation,Energy,Oilfield Services/Equipment,NYSE
SMI,Semiconductor  Manufacturing International Corporation,Technology,Semiconductors,NYSE
SRE,Sempra Energy,Public Utilities,Natural Gas Distribution,NYSE
ST,Sensata Technologies Holding N.V.,Capital Goods,Industrial Machinery/Components,NYSE
SXT,Sensient Technologies Corporation,Basic Industries,Major Chemicals,NYSE
SQNS,Sequans Communications S.A.,Technology,Semiconductors,NYSE
SRG,Seritage Growth Properties,Finance,Real Estate,NYSE
SCI,Service Corporation International,Consumer Services,Other Consumer Services,NYSE
SERV,"ServiceMaster Global Holdings, Inc.",Consumer Services,Other Consumer Services,NYSE
NOW,"ServiceNow, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
SHAK,"Shake Shack, Inc.",Consumer Services,Restaurants,NYSE
SJR,Shaw Communications Inc.,Consumer Services,Television Services,NYSE
SHLX,"Shell Midstream Partners, L.P.",Energy,Natural Gas Distribution,NYSE
SHW,Sherwin-Williams Company (The),Consumer Services,RETAIL: Building Materials,NYSE
SHG,Shinhan Financial Group Co Ltd,Finance,Major Banks,NYSE
SFL,Ship Finance International Limited,Transportation,Marine Transportation,NYSE
SHOP,Shopify Inc.,Technology,Computer Software: Prepackaged Software,NYSE
SSTK,"Shutterstock, Inc.",Technology,EDP Services,NYSE
SBGL,Sibanye Gold Limited,Basic Industries,Precious Metals,NYSE
SIG,Signet Jewelers Limited,Consumer Services,Consumer Specialties,NYSE
SBY,Silver Bay Realty Trust Corp.,Consumer Services,Real Estate Investment Trusts,NYSE
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Communications Equipment,NYSE
SLW,Silver Wheaton Corp,Basic Industries,Precious Metals,NYSE
SPG,"Simon Property Group, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
SPG^J,"Simon Property Group, Inc.",null,null,NYSE
SSD,"Simpson Manufacturing Company, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",Basic Industries,Major Chemicals,NYSE
SITE,"SiteOne Landscape Supply, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,NYSE
SIX,Six Flags Entertainment Corporation New,Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SJW,SJW Corporation,Public Utilities,Water Supply,NYSE
SKM,"SK Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment,NYSE
SKX,"Skechers U.S.A., Inc.",Consumer Non-Durables,Shoe Manufacturing,NYSE
SLG,SL Green Realty Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
SLG^I,SL Green Realty Corporation,null,null,NYSE
SM,SM Energy Company,Energy,Oil & Gas Production,NYSE
SFS,Smart,Consumer Services,Food Chains,NYSE
SNN,"Smith & Nephew SNATS, Inc.",Health Care,Industrial Specialties,NYSE
AOS,Smith (A.O.) Corporation,Consumer Durables,Consumer Electronics/Appliances,NYSE
SNA,Snap-On Incorporated,Capital Goods,Industrial Machinery/Components,NYSE
SQM,Sociedad Quimica y Minera S.A.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SLRA,Solar Capital Ltd.,null,null,NYSE
SAH,"Sonic Automotive, Inc.",Consumer Durables,Automotive Aftermarket,NYSE
SON,Sonoco Products Company,Consumer Durables,Containers/Packaging,NYSE
SNE,Sony Corp Ord,Consumer Non-Durables,Consumer Electronics/Appliances,NYSE
BID,Sotheby&#39;s,Miscellaneous,Business Services,NYSE
SFUN,SouFun Holdings Limited,Technology,EDP Services,NYSE
SOR,"Source Capital, Inc.",null,null,NYSE
SJI,"South Jersey Industries, Inc.",Public Utilities,Oil/Gas Transmission,NYSE
SXE,"Southcross Energy Partners, L.P.",Public Utilities,Natural Gas Distribution,NYSE
SCE^F,Southern California Edison Company,null,null,NYSE
SCE^G,Southern California Edison Company,null,null,NYSE
SCE^H,Southern California Edison Company,null,null,NYSE
SCE^J,Southern California Edison Company,null,null,NYSE
SCE^K,Southern California Edison Company,null,null,NYSE
SO,Southern Company (The),Public Utilities,Electric Utilities: Central,NYSE
SOJA,Southern Company (The),Public Utilities,Electric Utilities: Central,NYSE
SCCO,Southern Copper Corporation,Basic Industries,Precious Metals,NYSE
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services,NYSE
SWX,Southwest Gas Corporation,Public Utilities,Oil & Gas Production,NYSE
SWN,Southwestern Energy Company,Energy,Oil & Gas Production,NYSE
SWNC,Southwestern Energy Company,Energy,Oil & Gas Production,NYSE
SPA,Sparton Corporation,Technology,Electrical Products,NYSE
SPE,Special Opportunities Fund Inc.,null,null,NYSE
SPE~,Special Opportunities Fund Inc.,null,null,NYSE
SE,Spectra Energy Corp,Public Utilities,Oil & Gas Production,NYSE
SEP,"Spectra Energy Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
SPB           ,"Spectrum Brands Holdings, Inc.",Miscellaneous,Industrial Machinery/Components,NYSE
TRK,"Speedway Motorsports, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,NYSE
SR,Spire Inc.,Public Utilities,Oil/Gas Transmission,NYSE
SPR,"Spirit Aerosystems Holdings, Inc.",Capital Goods,Military/Government/Technical,NYSE
SRC,"Spirit Realty Capital, Inc.",Consumer Services,Building operators,NYSE
SRLP,Sprague Resources LP,Energy,Oil Refining/Marketing,NYSE
S,Sprint Corporation,Public Utilities,Telecommunications Equipment,NYSE
SPXC,SPX Corporation,Technology,Industrial Machinery/Components,NYSE
FLOW,"SPX FLOW, Inc.",Technology,Industrial Machinery/Components,NYSE
SQ,"Square, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
JOE,St. Joe Company (The),Consumer Services,Homebuilding,NYSE
STJ,"St. Jude Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NYSE
STAG,"Stag Industrial, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
STAG^A,"Stag Industrial, Inc.",null,null,NYSE
STAG^B,"Stag Industrial, Inc.",null,null,NYSE
STAG^C,"Stag Industrial, Inc.",null,null,NYSE
SSI,"Stage Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
SMP,"Standard Motor Products, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
SXI,Standex International Corporation,Technology,Industrial Machinery/Components,NYSE
SWH,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
SWJ,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
SWK,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,NYSE
STN,Stantec Inc,Consumer Services,Military/Government/Technical,NYSE
SGU,"Star Gas Partners, L.P.",Consumer Services,Other Specialty Stores,NYSE
SRT,"StarTek, Inc.",Technology,Professional Services,NYSE
HOT,"Starwood Hotels & Resorts Worldwide, Inc.",Consumer Services,Hotels/Resorts,NYSE
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts,NYSE
STT,State Street Corporation,Finance,Major Banks,NYSE
STT^C,State Street Corporation,null,null,NYSE
STT^D,State Street Corporation,null,null,NYSE
STT^E,State Street Corporation,null,null,NYSE
STT^G,State Street Corporation,null,null,NYSE
STO,Statoil ASA,Energy,Integrated oil Companies,NYSE
SPLP,Steel Partners Holdings LP,Capital Goods,Industrial Specialties,NYSE
SCS,Steelcase Inc.,Consumer Durables,Office Equipment/Supplies/Services,NYSE
SCM,Stellus Capital Investment Corporation,null,null,NYSE
SCQ,Stellus Capital Investment Corporation,null,null,NYSE
SCL,Stepan Company,Basic Industries,Package Goods/Cosmetics,NYSE
STE,STERIS plc,Health Care,Industrial Specialties,NYSE
STL,Sterling Bancorp,Finance,Major Banks,NYSE
STC,Stewart Information Services Corporation,Finance,Specialty Insurers,NYSE
SF,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,NYSE
SF^A,Stifel Financial Corporation,Finance,Investment Bankers/Brokers/Service,NYSE
SWC,Stillwater Mining Company,Basic Industries,Precious Metals,NYSE
STM,STMicroelectronics N.V.,Technology,Semiconductors,NYSE
SGY,Stone Energy Corporation,Energy,Oil & Gas Production,NYSE
EDF,Stone Harbor Emerging Markets Income Fund,null,null,NYSE
EDI,Stone Harbor Emerging Markets Total Income Fund,null,null,NYSE
SGM,Stonegate Mortgage Corporation,Finance,Finance: Consumer Services,NYSE
STON,StoneMor Partners L.P.,Consumer Services,Other Consumer Services,NYSE
SRI,"Stoneridge, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts,NYSE
GJH,STRATS Trust,Finance,Finance: Consumer Services,NYSE
GJO,STRATS Trust,Finance,Finance: Consumer Services,NYSE
GJS,STRATS Trust,Finance,Finance: Consumer Services,NYSE
SYK,Stryker Corporation,Health Care,Medical/Dental Instruments,NYSE
RGR,"Sturm, Ruger & Company, Inc.",Capital Goods,Ordnance And Accessories,NYSE
SPH,"Suburban Propane Partners, L.P.",Consumer Services,Other Specialty Stores,NYSE
SCNB,Suffolk Bancorp,Finance,Major Banks,NYSE
SMFG,Sumitomo Mitsui Financial Group Inc,Finance,Commercial Banks,NYSE
INN,"Summit Hotel Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
INN^A,"Summit Hotel Properties, Inc.",null,null,NYSE
INN^B,"Summit Hotel Properties, Inc.",null,null,NYSE
INN^C,"Summit Hotel Properties, Inc.",null,null,NYSE
INN^D,"Summit Hotel Properties, Inc.",null,null,NYSE
SUM,"Summit Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
SMLP,"Summit Midstream Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
SUI^A,"Sun Communities, Inc.",null,null,NYSE
SLF,Sun Life Financial Inc.,Finance,Life Insurance,NYSE
SXCP,"SunCoke Energy Partners, L.P.",Basic Industries,Steel/Iron Ore,NYSE
SXC,"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore,NYSE
SU,Suncor Energy  Inc.,Energy,Integrated oil Companies,NYSE
SXL,Sunoco Logistics Partners LP,Energy,Natural Gas Distribution,NYSE
SUN,Sunoco LP,Energy,Oil Refining/Marketing,NYSE
SHO,"Sunstone Hotel Investors, Inc.",Consumer Services,Hotels/Resorts,NYSE
SHO^E,"Sunstone Hotel Investors, Inc.",null,null,NYSE
SHO^F,"Sunstone Hotel Investors, Inc.",null,null,NYSE
STI,"SunTrust Banks, Inc.",Finance,Major Banks,NYSE
STI.WS.A,"SunTrust Banks, Inc.",null,null,NYSE
STI.WS.B,"SunTrust Banks, Inc.",null,null,NYSE
STI^A,"SunTrust Banks, Inc.",null,null,NYSE
STI^E,"SunTrust Banks, Inc.",null,null,NYSE
SPN,"Superior Energy Services, Inc.",Energy,Oilfield Services/Equipment,NYSE
SUP,"Superior Industries International, Inc.",Capital Goods,Auto Parts:O.E.M.,NYSE
SVU,SuperValu Inc.,Consumer Non-Durables,Food Distributors,NYSE
SWFT,Swift Transportation Company,Transportation,Trucking Freight/Courier Services,NYSE
SWZ,"Swiss Helvetia Fund, Inc. (The)",null,null,NYSE
SYF,Synchrony Financial,Finance,Finance: Consumer Services,NYSE
SYT,Syngenta AG,Basic Industries,Agricultural Chemicals,NYSE
SNX,Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment,NYSE
SNV,Synovus Financial Corp.,Finance,Major Banks,NYSE
SNV^C,Synovus Financial Corp.,null,null,NYSE
GJP,"Synthetic Fixed-Income Securities, Inc.",null,null,NYSE
GJR,"Synthetic Fixed-Income Securities, Inc.",null,null,NYSE
GJT,"Synthetic Fixed-Income Securities, Inc.",Finance,Finance: Consumer Services,NYSE
GJV,"Synthetic Fixed-Income Securities, Inc.",Finance,Finance: Consumer Services,NYSE
SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors,NYSE
SYX,Systemax Inc.,Consumer Services,Catalog/Specialty Distribution,NYSE
DATA,"Tableau Software, Inc.",Technology,Computer Software: Prepackaged Software,NYSE
TAHO,"Tahoe Resources, Inc.",Basic Industries,Precious Metals,NYSE
TLRD,"Tailored Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TWN,"Taiwan Fund, Inc. (The)",null,null,NYSE
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors,NYSE
XRS,TAL Education Group,Consumer Services,Other Consumer Services,NYSE
TLN,Talen Energy Corporation,Public Utilities,Electric Utilities: Central,NYSE
TEGP,"Tallgrass Energy GP, LP",Public Utilities,Natural Gas Distribution,NYSE
TEP,"Tallgrass Energy Partners, LP",Public Utilities,Natural Gas Distribution,NYSE
SKT,"Tanger Factory Outlet Centers, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
NGLS^A,Targa Resources Partners LP,null,null,NYSE
TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution,NYSE
TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores,NYSE
TARO,Taro Pharmaceutical Industries Ltd.,Health Care,Major Pharmaceuticals,NYSE
TTM,Tata Motors Ltd,Capital Goods,Auto Manufacturing,NYSE
TCO,"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
TCO^J,"Taubman Centers, Inc.",null,null,NYSE
TCO^K,"Taubman Centers, Inc.",null,null,NYSE
TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding,NYSE
TCP,"TC PipeLines, LP",Public Utilities,Natural Gas Distribution,NYSE
TCB,TCF Financial Corporation,Finance,Major Banks,NYSE
TCB.WS,TCF Financial Corporation,null,null,NYSE
TCB^B,TCF Financial Corporation,null,null,NYSE
TCB^C,TCF Financial Corporation,null,null,NYSE
TCPI,TCP International Holdings Ltd.,Consumer Durables,Building Products,NYSE
TSI,"TCW Strategic Income Fund, Inc.",null,null,NYSE
TEL,TE Connectivity Ltd.,Consumer Non-Durables,Electronic Components,NYSE
TMH,"Team Health Holdings, Inc.",Technology,Professional Services,NYSE
TISI,"Team, Inc.",Consumer Services,Other Consumer Services,NYSE
TCK,Teck Resources Ltd,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
TK,Teekay Corporation,Transportation,Marine Transportation,NYSE
TGP,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation,NYSE
TOO,Teekay Offshore Partners L.P.,Consumer Services,Marine Transportation,NYSE
TOO^A,Teekay Offshore Partners L.P.,null,null,NYSE
TOO^B,Teekay Offshore Partners L.P.,null,null,NYSE
TNK,Teekay Tankers Ltd.,Consumer Services,Marine Transportation,NYSE
GCI,TEGNA Inc.,Consumer Services,Newspapers/Magazines,NYSE
TGNA,TEGNA Inc.,Consumer Services,Broadcasting,NYSE
TRC,Tejon Ranch Co,Finance,Real Estate,NYSE
HQH,Tekla Healthcare Investors,null,null,NYSE
THQ,Tekla Healthcare Opportunies Fund,null,null,NYSE
HQL,Tekla Life Sciences Investors,null,null,NYSE
THW,Tekla World Healthcare Fund,null,null,NYSE
TDOC,"Teladoc, Inc.",Health Care,Medical/Nursing Services,NYSE
TEO,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,Telecommunications Equipment,NYSE
TI,Telecom Italia S.P.A.,Consumer Services,Telecommunications Equipment,NYSE
TI.A,Telecom Italia S.P.A.,null,null,NYSE
TDY,Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components,NYSE
TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments,NYSE
VIV,Telefonica Brasil S.A.,Public Utilities,Telecommunications Equipment,NYSE
TEF,Telefonica SA,Public Utilities,Telecommunications Equipment,NYSE
TDA,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,NYSE
TDE,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,NYSE
TDI,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,NYSE
TDJ,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,NYSE
TDS,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,NYSE
TU,TELUS Corporation,Public Utilities,Telecommunications Equipment,NYSE
TDF,"Templeton Dragon Fund, Inc.",null,null,NYSE
EMF,Templeton Emerging Markets Fund,null,null,NYSE
TEI,"Templeton Emerging Markets Income Fund, Inc.",null,null,NYSE
GIM,"Templeton Global Income Fund, Inc.",null,null,NYSE
TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings,NYSE
TS,Tenaris S.A.,Basic Industries,Steel/Iron Ore,NYSE
THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management,NYSE
TNC,Tennant Company,Technology,Industrial Machinery/Components,NYSE
TEN,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE
TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,NYSE
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,NYSE
TDC,Teradata Corporation,Technology,Computer Manufacturing,NYSE
TER,"Teradyne, Inc.",Capital Goods,Electrical Products,NYSE
TEX,Terex Corporation,Capital Goods,Constructionullg Equipment/Trucks,NYSE
TX,Ternium S.A.,Basic Industries,Steel/Iron Ore,NYSE
TNH,"Terra Nitrogen Company, L.P.",Basic Industries,Agricultural Chemicals,NYSE
TRNO,Terreno Realty Corporation,Finance,Real Estate,NYSE
TRNO^A,Terreno Realty Corporation,null,null,NYSE
TSO,Tesoro Corporation,Energy,Integrated oil Companies,NYSE
TLLP,Tesoro Logistics LP,Energy,Natural Gas Distribution,NYSE
TTI,"Tetra Technologies, Inc.",Energy,Oil & Gas Production,NYSE
TEVA,Teva Pharmaceutical Industries Limited,Health Care,Major Pharmaceuticals,NYSE
TPL,Texas Pacific Land Trust,Energy,Oil & Gas Production,NYSE
TGH,Textainer Group Holdings Limited,Technology,Diversified Commercial Services,NYSE
TXT,Textron Inc.,Capital Goods,Aerospace,NYSE
TTF,"Thai Fund, Inc. (The)",null,null,NYSE
AES,The AES Corporation,Basic Industries,Electric Utilities: Central,NYSE
AES^C,The AES Corporation,Basic Industries,Electric Utilities: Central,NYSE
BX,The Blackstone Group L.P.,Finance,Investment Managers,NYSE
SCHW,The Charles Schwab Corporation,Finance,Investment Bankers/Brokers/Service,NYSE
SCHW^B,The Charles Schwab Corporation,null,null,NYSE
SCHW^C,The Charles Schwab Corporation,null,null,NYSE
SCHW^D,The Charles Schwab Corporation,null,null,NYSE
SRV,The Cushing MLP Total Return Fund,null,null,NYSE
GRX,The Gabelli Healthcare & Wellness Trust,null,null,NYSE
GRX^A,The Gabelli Healthcare & Wellness Trust,null,null,NYSE
GRX^B,The Gabelli Healthcare & Wellness Trust,null,null,NYSE
GDL,The GDL Fund,null,null,NYSE
GDL^B,The GDL Fund,null,null,NYSE
THG,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers,NYSE
THGA,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers,NYSE
RUBI,"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing",NYSE
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers,NYSE
TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components,NYSE
THR,"Thermon Group Holdings, Inc.",Energy,Industrial Machinery/Components,NYSE
TPRE,Third Point Reinsurance Ltd.,Finance,Property-Casualty Insurers,NYSE
TSLF,THL Credit Senior Loan Fund,null,null,NYSE
TCRX,"THL Credit, Inc.",null,null,NYSE
TCRZ,"THL Credit, Inc.",null,null,NYSE
TRI,Thomson Reuters Corp,Consumer Services,Publishing,NYSE
THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding,NYSE
TDW,Tidewater Inc.,Consumer Services,Marine Transportation,NYSE
TIER,"TIER REIT, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
TIF,Tiffany & Co.,Consumer Services,Consumer Specialties,NYSE
TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NYSE
TSU,TIM Participacoes S.A.,Public Utilities,Telecommunications Equipment,NYSE
TIME,Time Inc.,Consumer Services,Newspapers/Magazines,NYSE
TWX,Time Warner Inc.,Consumer Services,Television Services,NYSE
TKR,Timken Company (The),Capital Goods,Metal Fabrications,NYSE
TMST,Timken Steel Corporation,Basic Industries,Steel/Iron Ore,NYSE
